"","sub","Question","Response","age.cat"
"2097","8624014","Question_5","10","Adults"
"2098","8624014","Question_6","2","Adults"
"2099","8624014","Question_7","10","Adults"
"2100","8624014","Question_8","5","Adults"
"2101","8623993","Question_1","Sì","Adults"
"2102","8623993","Question_2","Nel solo se insieme conviene sempre scegliere il supertesoro,  a meno che il minitesoro abbia anch'esso 15 monete all'interno; mentre nel solo se a caso per non rischiare qualche volta è meglio scegliere il minitesoro, anche se non contiene tante monete","Adults"
"2103","8623993","Question_3","Sì","Adults"
"2104","8623993","Question_4","Nel solo se soli sono andato un pò più sul sicuro scegliendo più minitesori che super tesori, rsieptto al solo se soli","Adults"
"2105","8623993","Question_5","10","Adults"
"2106","8623993","Question_6","10","Adults"
"2107","8623993","Question_7","7","Adults"
"2108","8623993","Question_8","7","Adults"
"2109","8624066","Question_1","No","Adults"
"2110","8624066","Question_3","No","Adults"
"2111","8624066","Question_5","6","Adults"
"2112","8624066","Question_6","6","Adults"
"2113","8624066","Question_7","6","Adults"
"2114","8624066","Question_8","6","Adults"
"2115","8624019","Question_1","Sì","Adults"
"2116","8624019","Question_2","speravo che nel gioco ""solo se insieme"" anche l'altro scegliesse il super tesoro, così entrambi portavamo a casa il super tesoro.","Adults"
"2117","8624019","Question_3","Sì","Adults"
"2118","8624019","Question_4","se si equvalevano i valori sceglievo non il super tesoro, altrimenti badavo al caso.","Adults"
"2119","8624019","Question_5","10","Adults"
"2120","8624019","Question_6","10","Adults"
"2121","8624019","Question_7","8","Adults"
"2122","8624019","Question_8","7","Adults"
"2123","8624030","Question_1","Sì","Adults"
"2124","8624030","Question_2","Si, perchè nel ""solo se insieme"" è nell'interesse comune scegliere sempre il super-tesoro per avere la massima rendita, nel ""solo se a caso"" invece, data la componente casuale, si poteva scegliere se rischiare di non vincere il super-tesoro oppure di scegliere una vincita sicura, anche se bassa ","Adults"
"2125","8624030","Question_3","Sì","Adults"
"2126","8624030","Question_4","Si, perchè nel ""solo se soli"" si cerca di infierire cosa potrebbe scegliere l'altra persona, nel ""solo se a caso"" si gioca con un computer a estrazione casuale, quindi diventainutile l'inferenza e si gioca secondo la propria percezione del rischio senza tener conto di quella di un altro eventuale giocatore","Adults"
"2127","8624030","Question_5","2","Adults"
"2128","8624030","Question_6","8","Adults"
"2129","8624030","Question_7","5","Adults"
"2130","8624030","Question_8","5","Adults"
"2131","8624122","Question_1","Sì","Adults"
"2132","8624122","Question_2","in solo se a caso ho sempre scelto il sacco con meno monete per sicurezza, in solo se insieme ho scelto quasi sempre il sacco con 15 monete perche ho contato sulla fiducia dell'avere un obbiettivo in comune","Adults"
"2133","8624122","Question_3","No","Adults"
"2134","8624122","Question_5","8","Adults"
"2135","8624122","Question_6","8","Adults"
"2136","8624122","Question_7","7","Adults"
"2137","8624122","Question_8","3","Adults"
"2138","8624015","Question_1","Sì","Adults"
"2139","8624015","Question_2","Nel gioco solo se insieme ho provato a immaginare il pensiero dell'altra persona. Nel gioco solo se a caso ho ragionato solo per conto mio","Adults"
"2140","8624015","Question_3","Sì","Adults"
"2141","8624015","Question_4","Per lo stesso motivo precedente","Adults"
"2142","8624015","Question_5","9","Adults"
"2143","8624015","Question_6","2","Adults"
"2144","8624015","Question_7","10","Adults"
"2145","8624015","Question_8","3","Adults"
"2146","8624074","Question_1","Sì","Adults"
"2147","8624074","Question_2","ho cambiato prospettiva di gioco poichè in qualche modo affidandomi al caso pensavo di avere qualche speranza","Adults"
"2148","8624074","Question_3","No","Adults"
"2149","8624074","Question_5","7","Adults"
"2150","8624074","Question_6","7","Adults"
"2151","8624074","Question_7","8","Adults"
"2152","8624074","Question_8","3","Adults"
"2153","8623998","Question_1","Sì","Adults"
"2154","8623998","Question_2","nel gioco SOLO SE A CASO sceglievo il grande tesoro solamente nel caso in cui le monete contenute nel piccolo tesoro era sotto un certo numero scelto da me. Invece nel gioco SOLO SE INSIEME, sceglievo il grande tesoro quando il numero di monete contenute nel piccolo tesoro si avvicinava abbstanza al grande tesoro","Adults"
"2155","8623998","Question_3","No","Adults"
"2156","8623998","Question_5","4","Adults"
"2157","8623998","Question_6","6","Adults"
"2158","8623998","Question_7","2","Adults"
"2159","8623998","Question_8","8","Adults"
"2160","8624179","Question_1","Sì","Adults"
"2161","8624179","Question_2","Nel soslo se insieme ho giocato scegliendo sempre la ricompensa più alta aspettandomi che l'altra persona abbia fatto la stessa cosa, nel solo se a caso sceglievo il tesoro più sicuro nel momento in cui le monete erano 9 o superiori, questo perchè non aveva senso rischiare con cifre così altre.","Adults"
"2162","8624179","Question_3","No","Adults"
"2163","8624179","Question_4","stessa motivazione di prima","Adults"
"2164","8624179","Question_5","9","Adults"
"2165","8624179","Question_6","9","Adults"
"2166","8624179","Question_7","6","Adults"
"2167","8624179","Question_8","8","Adults"
"2168","8624026","Question_1","Sì","Adults"
"2169","8624026","Question_2","nel gioco solo se insieme nel momento in cui vedevo un mini tesoro con poche monete, ipotizzavo che avrebbe potuto essere anche la scelta del mio compagno e, dunque, la sceglievo. Nel gioco solo se a caso, essendo più una questione di sorte, tendevo a vedere quale dei due conveniva per cui se il mini tesoro conteneva poche monete ""sfidavo la sorte"" e sceglievo il super tesoro mentre se, il mini teosoro, conteneva già un numero abbastanza alto di monete per evitare di non portare a casa nulla sceglievo il mini tesoro, sicura di prendere quelle monete.","Adults"
"2170","8624026","Question_3","Sì","Adults"
"2171","8624026","Question_4","nel gioco solo se soli ipotizzavo che il ragionamento dell'altra persona fosse quello di prendere più monete possibili, dunque, se nel mini tesoro erano presenti due monete e nel super tesoro 15 ipotizzavo che l'altra persona avesse scelto il super tesoro, di conseguenza, per riuscire a collezzionare delle monete sceglievo il mini tesoro. ","Adults"
"2172","8624026","Question_5","4","Adults"
"2173","8624026","Question_6","6","Adults"
"2174","8624026","Question_7","6","Adults"
"2175","8624026","Question_8","7","Adults"
"2176","8623989","Question_1","Sì","Adults"
"2177","8623989","Question_2","Nel gioco solo se insieme ho scelto sempre il mini tesoro perchè cosi facendo ero sicura di vincere. Nel gioco solo se a caso invece ho scelto un po' il mini tesoro e un po' il super tesoro volendo rischiare.","Adults"
"2178","8623989","Question_3","Sì","Adults"
"2179","8623989","Question_4","Nel gioco solo se soli ho scelto sempre il mini tesoro perchè ero sicura di vincere,mentre nel gioco solo se a caso o scelto un po' il mimi tesoro e un po' il super tesoro rischiando.","Adults"
"2180","8623989","Question_5","10","Adults"
"2181","8623989","Question_6","0","Adults"
"2182","8623989","Question_7","10","Adults"
"2183","8623989","Question_8","0","Adults"
"2184","8623999","Question_1","Sì","Adults"
"2185","8623999","Question_2","Nel gioco ""solo se insieme"" ho pensato a quale poteva essere la risposta del compagni ","Adults"
"2186","8623999","Question_3","Sì","Adults"
"2187","8623999","Question_5","8","Adults"
"2188","8623999","Question_6","8","Adults"
"2189","8623999","Question_7","8","Adults"
"2190","8623999","Question_8","10","Adults"
"2191","8623990","Question_1","Sì","Adults"
"2192","8623990","Question_2","ho pensato a quale scelta avrebbe portato me e l'altro ad accumulare più monete","Adults"
"2193","8623990","Question_3","Sì","Adults"
"2194","8623990","Question_4","ho pensato a quello che avrebbe potuto scegliere l'altro ","Adults"
"2195","8623990","Question_5","5","Adults"
"2196","8623990","Question_6","9","Adults"
"2197","8623990","Question_7","5","Adults"
"2198","8623990","Question_8","9","Adults"
"2199","8624067","Question_1","Sì","Adults"
"2200","8624067","Question_2","Nel gioco ""solo se insieme"" ho preso scelte più rischiose, sperando che il mio compagno facesse lo stesso per vincere il maggior numero di monete, nel gioco ""solo se a caso"" ho preso decisioni più casuali e a volte più sicure ","Adults"
"2201","8624067","Question_3","Sì","Adults"
"2202","8624067","Question_4","Nel gioco ""solo se soli"" ho scelto sempre il mini tesoro per avere la sicurezza di prendere le monete","Adults"
"2203","8624067","Question_5","6","Adults"
"2204","8624067","Question_6","3","Adults"
"2205","8624067","Question_7","10","Adults"
"2206","8624067","Question_8","0","Adults"
"2207","8624033","Question_1","No","Adults"
"2208","8624033","Question_3","Sì","Adults"
"2209","8624033","Question_4","nel gico ""solo se soli"" ho pensato alle mosse che avrebbe potuto fatto l'altro, nel caso in cui il mini tesoro era piccolo, ho pensato che la probabilità che l'altro scegliesse il tesoro grande erano alte, così ho scelto il mini tesoro.","Adults"
"2210","8624033","Question_5","4","Adults"
"2211","8624033","Question_6","10","Adults"
"2212","8624033","Question_7","10","Adults"
"2213","8624033","Question_8","10","Adults"
"2214","8624091","Question_1","No","Adults"
"2215","8624091","Question_3","No","Adults"
"2216","8624091","Question_5","5","Adults"
"2217","8624091","Question_6","5","Adults"
"2218","8624091","Question_7","8","Adults"
"2219","8624091","Question_8","5","Adults"
"2220","8624055","Question_1","Sì","Adults"
"2221","8624055","Question_2","in ""solo se a caso"" ho scelto sempre il mini tesore qualora avesse avuto almeno 6 monete, mentre se ne aveva meno sceglievo il super tesore tentando il caso. in ""solo se insieme"" ho sempre scelto il super tesoro, pensando che anche l'altro lo avrebbe scelto essendo la scelta vantaggiosa per entrambi ( quando il mini tesoro aveva 15 monete, lo ho scelto per avere certezza)","Adults"
"2222","8624055","Question_3","Sì","Adults"
"2223","8624055","Question_4","in ""solo se a caso"" ho sempre scelto il mini tesoro qualora avesse avuto almeno 6 monete, in ""solo se soli"" non avevo uno schema da seguire, ma quando il mini tesoro aveva almeno 7/8 monete, di sicuro lo sceglievo","Adults"
"2224","8624055","Question_5","10","Adults"
"2225","8624055","Question_6","9","Adults"
"2226","8624055","Question_7","8","Adults"
"2227","8624055","Question_8","6","Adults"
"2228","8624013","Question_1","No","Adults"
"2229","8624013","Question_3","No","Adults"
"2230","8624013","Question_5","10","Adults"
"2231","8624013","Question_6","10","Adults"
"2232","8624013","Question_7","7","Adults"
"2233","8624013","Question_8","8","Adults"
"2234","8623995","Question_1","Sì","Adults"
"2235","8623995","Question_2","Nel gioco ""solo se insieme""  valutavo quante monete ci fossero nel mini tesoro, se nel mini tesoro erano notevolementr inferiori al super tesoro, selezionavo il super tesoro. Nel gioco ""solo se a caso"" tentavo maggiormente il super tesoro.","Adults"
"2236","8623995","Question_3","No","Adults"
"2237","8623995","Question_5","1","Adults"
"2238","8623995","Question_6","9","Adults"
"2239","8623995","Question_7","8","Adults"
"2240","8623995","Question_8","2","Adults"
"2241","8624000","Question_1","Sì","Adults"
"2242","8624000","Question_2","nel solo se insieme ho scelto sempre il super premio perchè l'obiettivo di enrambi era accumulare più monete, nel solo se a caso invece non c'era nessuno che doveva guadagnare il più possibile, ma era affidato al caso quindi ho rischiato solo quando il premio minimo era sotto le 5 monete","Adults"
"2243","8624000","Question_3","Sì","Adults"
"2244","8624000","Question_4","nel solo se soli ho scelto quasi sempre il premio minore perchè così ero certa di vincere delle monete, in quello del caso ho rischiato solo se il premio piccolo era men di 5 monete","Adults"
"2245","8624000","Question_5","10","Adults"
"2246","8624000","Question_6","10","Adults"
"2247","8624000","Question_7","8","Adults"
"2248","8624000","Question_8","1","Adults"
"2249","8624021","Question_1","Sì","Adults"
"2250","8624021","Question_2","nel gioco solo se a caso ho guardato se nella mini sacca ci fosse abbastanza denaro, che potesse in caso la super sacca avere la biglia blu, aumentasse il premio","Adults"
"2251","8624021","Question_3","No","Adults"
"2252","8624021","Question_5","3","Adults"
"2253","8624021","Question_6","10","Adults"
"2254","8624021","Question_7","3","Adults"
"2255","8624021","Question_8","8","Adults"
"2256","8624073","Question_1","Sì","Adults"
"2257","8624073","Question_2","nel gioco solo se a caso se nel mini tesoro c'era una somma più alta di 7 monete ho selto quello, nel gioco solo se insime ho risposto sperando che anche l'altro scegliesse la somma più alta","Adults"
"2258","8624073","Question_3","No","Adults"
"2259","8624073","Question_5","7","Adults"
"2260","8624073","Question_6","7","Adults"
"2261","8624073","Question_7","8","Adults"
"2262","8624073","Question_8","4","Adults"
"2263","8624017","Question_1","Sì","Adults"
"2264","8624017","Question_2","Nel ""solo se insieme"" tendevo a scegliere il super tesoro con l'idea che anche l'altro scegliesse quella opzione. Nel ""solo se a caso"" se ritenevo che il mini tesoro avesse poche monete tentavo la sorte con il super tesoro, altrimenti sceglievo il mini tesoro.","Adults"
"2265","8624017","Question_3","Sì","Adults"
"2266","8624017","Question_4","nel solo se soli prendevo sempre il mini tesoro, nel solo se a caso dipendeva dalla quantità di monete del mini tesoro (con poche monete sceglievo il super tesoro)","Adults"
"2267","8624017","Question_5","3","Adults"
"2268","8624017","Question_6","10","Adults"
"2269","8624017","Question_7","6","Adults"
"2270","8624017","Question_8","9","Adults"
"2271","8624023","Question_1","No","Adults"
"2272","8624023","Question_3","Sì","Adults"
"2273","8624023","Question_4","solo se a caso ho scelto il super tesoro se c'era una grande differenza di monete tra i due sacchi. solo se soli ho scelto il super tesoro quando la differenza di monete tra  i due sacchi era minima","Adults"
"2274","8624023","Question_5","5","Adults"
"2275","8624023","Question_6","5","Adults"
"2276","8624023","Question_7","8","Adults"
"2277","8624023","Question_8","5","Adults"
"2278","8624058","Question_1","No","Adults"
"2279","8624058","Question_3","No","Adults"
"2280","8624058","Question_5","7","Adults"
"2281","8624058","Question_6","6","Adults"
"2282","8624058","Question_7","7","Adults"
"2283","8624058","Question_8","6","Adults"
"2284","8623997","Question_1","Sì","Adults"
"2285","8623997","Question_2","nel gioco solo se a caso, quando nel mini tesoro c'erano più di nove monete, ho scelto quelle ","Adults"
"2286","8623997","Question_3","No","Adults"
"2287","8623997","Question_5","10","Adults"
"2288","8623997","Question_6","10","Adults"
"2289","8623997","Question_7","8","Adults"
"2290","8623997","Question_8","10","Adults"
"2291","8624020","Question_1","Non so","Adults"
"2292","8624020","Question_2","Probabilmente nel gioco solo se insieme ho scelto piu spesso il super tesoro dando ipoteticamente più fiducia al compagno","Adults"
"2293","8624020","Question_3","Non so","Adults"
"2294","8624020","Question_4","Forse nel gioco solo se soli ho scelto meno spesso il super tesoro dando meno fiducia al compagno","Adults"
"2295","8624020","Question_5","8","Adults"
"2296","8624020","Question_6","4","Adults"
"2297","8624020","Question_7","8","Adults"
"2298","8624020","Question_8","6","Adults"
"2299","8624004","Question_1","No","Adults"
"2300","8624004","Question_3","Sì","Adults"
"2301","8624004","Question_4","nel gioco ""solo se soli"" ho cercato di affidarmi al ini tesoro per essere sicura di non perdere monete rischiando di scegliere il super tesoro","Adults"
"2302","8624004","Question_5","10","Adults"
"2303","8624004","Question_6","7","Adults"
"2304","8624004","Question_7","6","Adults"
"2305","8624004","Question_8","9","Adults"
"2306","8624057","Question_1","No","Adults"
"2307","8624057","Question_3","No","Adults"
"2308","8624057","Question_5","4","Adults"
"2309","8624057","Question_6","6","Adults"
"2310","8624057","Question_7","6","Adults"
"2311","8624057","Question_8","2","Adults"
"2312","8624113","Question_1","Sì","Adults"
"2313","8624113","Question_2","Nel gioco solo se a caso ho scelto più spesso il mini tesoro che permetteva una vincita di soldi sicura. Mentre nel solo se insieme ho scelto sempre il maxi tesoro, sapendo che sarebbe stato conveniente per me e per l'altra persona.","Adults"
"2314","8624113","Question_3","Sì","Adults"
"2315","8624113","Question_4","Nel gioco solo se soli ho scelto sempre il mini tesoro, perchè più sicuro, mentre nel gioco solo se a caso, variava la scelta tra i due sacchi a seconda di quanto avrei perso se avessi scelto il super tesoro, rispetto al mini..","Adults"
"2316","8624113","Question_5","10","Adults"
"2317","8624113","Question_6","10","Adults"
"2318","8624113","Question_7","10","Adults"
"2319","8624113","Question_8","10","Adults"
"2320","8624010","Question_1","Sì","Adults"
"2321","8624010","Question_2","nel gioco solo se a caso ho scelto il grande tesoro solo se il piccolo tesoro era di valita molto bassa in modo da non perdere tante monete se comunaue fosse uscita una pallina blu. nel gioco solo se insieme ho ipotizzato che entrambi noi giocatori avremmo collaborato per ricevere la somma piu alta","Adults"
"2322","8624010","Question_3","No","Adults"
"2323","8624010","Question_5","7","Adults"
"2324","8624010","Question_6","7","Adults"
"2325","8624010","Question_7","7","Adults"
"2326","8624010","Question_8","7","Adults"
"2327","8624044","Question_1","Sì","Adults"
"2328","8624044","Question_2","Mi sono fidata dell'altra persona, consapevole del fatto che anchr lei puntava a vincere il numero massimo di monete","Adults"
"2329","8624044","Question_3","No","Adults"
"2330","8624044","Question_5","8","Adults"
"2331","8624044","Question_6","7","Adults"
"2332","8624044","Question_7","10","Adults"
"2333","8624044","Question_8","1","Adults"
"2334","8624070","Question_1","Sì","Adults"
"2335","8624070","Question_2","ho dovuto ragionare sulla presenza di na altra persona che puntava a vincere il maggior numero di monete, selezionando il piccolo premio solo nel caso in cui fosse 15 o 14. in Solo se a caso sceglievo il grande premio solo se il piccolo premio era molto basso ","Adults"
"2336","8624070","Question_3","Sì","Adults"
"2337","8624070","Question_4","si ho dovuto tenere in conto in uno caso della presenza di un'altra persona che puntava ad ottenere il piu monete possibili come me","Adults"
"2338","8624070","Question_5","10","Adults"
"2339","8624070","Question_6","10","Adults"
"2340","8624070","Question_7","9","Adults"
"2341","8624070","Question_8","10","Adults"
"2342","8624078","Question_1","Non so","Adults"
"2343","8624078","Question_2","ho fatto scelte simili, preferendo di fidarmi nella maggior parte dei casi e scegliendo il premio più piccolo solo quando si avvicinava a 15","Adults"
"2344","8624078","Question_3","Sì","Adults"
"2345","8624078","Question_4","nel gioco solo se soli ho preferito non fidarmi del mio compagno casuale puntando alla vincita sicura, in quanto lo ritengo logicamente meno affidabile e generoso del caso","Adults"
"2346","8624078","Question_5","10","Adults"
"2347","8624078","Question_6","10","Adults"
"2348","8624078","Question_7","4","Adults"
"2349","8624078","Question_8","9","Adults"
"2350","8624005","Question_1","Sì","Adults"
"2351","8624005","Question_2","nel gioco solo se a caso mi sono affidato alla casualità mentre nel gioco solo se insieme mi sono affidato all'altra persona totalmente","Adults"
"2352","8624005","Question_3","No","Adults"
"2353","8624005","Question_5","10","Adults"
"2354","8624005","Question_6","7","Adults"
"2355","8624005","Question_7","8","Adults"
"2356","8624005","Question_8","7","Adults"
"2357","8624053","Question_1","Sì","Adults"
"2358","8624053","Question_2","Durante il gioco solo se insieme, ho valutato le monete presenti nella sacca e ho provato ad immedesimarmi nell'altro cercando di prevedere la sua scelta per acquisire entrambi più monete possibili! Nel gioco solo se a caso, invece, sono andata più ad istinto, cercando di capire se valesse la pena rischiare scegliendo il grande tesoro","Adults"
"2359","8624053","Question_3","Sì","Adults"
"2360","8624053","Question_4","Nel gioco solo se a caso ho seguito l'istinto, provando a capire se ne valesse la pena rischiare di perdere le monete scegliendo il grande tesoro o se invece assicurarmi di vincere le monete all'interno del tesoro più piccolo. Durante il gioco solo se soli, invece, ho provato ad immedesimarmi nell'altro e prevedere così le sue scelte","Adults"
"2361","8624053","Question_5","6","Adults"
"2362","8624053","Question_6","8","Adults"
"2363","8624053","Question_7","6","Adults"
"2364","8624053","Question_8","8","Adults"
"2365","8623996","Question_1","Sì","Adults"
"2366","8623996","Question_2","Nel gioco ""SOLO SE INSIEME!"" ho sempre scelto il super tesoro, presumendo che anche l'altra persona avrebbe seguto questa regola, dal momento che nessuno rischiava di perdere. Invece, nel gioco ""SOLO SE A CASO!"" ho scelto il mini tesoro solo nel caso in cui le monete contenute in esso fossero inferiori a 7, al fine di minimizzare le perdite. ","Adults"
"2367","8623996","Question_3","No","Adults"
"2368","8623996","Question_4","Nel gioco ""SOLO SE A CASO!"" ho usato la strategia spiegata nella domanda precedente, mentre nel gioco ""SOLO SE SOLI!"" ho scelto sempre il mini tesoro, in modo da avere un guadagno garantito senza far rischiare all'altra persona di perdere il tesoro.","Adults"
"2369","8623996","Question_5","10","Adults"
"2370","8623996","Question_6","10","Adults"
"2371","8623996","Question_7","3","Adults"
"2372","8623996","Question_8","7","Adults"
"2373","8624042","Question_1","Sì","Adults"
"2374","8624042","Question_2","ho scelto più sovente il super tesoro nel gioco solo se insieme","Adults"
"2375","8624042","Question_3","Non so","Adults"
"2376","8624042","Question_5","10","Adults"
"2377","8624042","Question_6","3","Adults"
"2378","8624042","Question_7","7","Adults"
"2379","8624042","Question_8","9","Adults"
"2380","8623992","Question_1","Sì","Adults"
"2381","8623992","Question_2","nel primi caso se il sacchetto superava le 10 monete sceglievo il mini tesoro, nel secondo a meno che il sacchetto non fosse da 15 sceglievo il super tesoro sperando che laltro facesse lo stesso ragionamento ","Adults"
"2382","8623992","Question_3","Sì","Adults"
"2383","8623992","Question_4","nel secondo caso sceglievo il sacchetto del super tesoro se c'erano più di otto monete al suo interno ","Adults"
"2384","8623992","Question_5","10","Adults"
"2385","8623992","Question_6","10","Adults"
"2386","8623992","Question_7","9","Adults"
"2387","8623992","Question_8","2","Adults"
"2388","8624008","Question_1","Sì","Adults"
"2389","8624008","Question_2","Nel gioco ""solo se insieme"" ho considerato che anche l'altra persona è a conoscenza delle regole, per cui se la differenza tra la quantità di monete è elevata, avrebbe scelto la sacca con quindici monete. Nel gioco ""solo se a caso"", essendo appunto la vincita totalmente casuale nel caso del sacchetto con più monete, ho scelto il sacchetto con più monete solo quando la differenza tra la quantità di monete era troppo elevata","Adults"
"2390","8624008","Question_3","Non so","Adults"
"2391","8624008","Question_4","Il metodo di ragionamento era abbastanza simile, ho cercato di vincere più monete possibili per cui ho scelto il sacchetto con meno monete solo quando la differenza con l'altro sacchetto era minima","Adults"
"2392","8624008","Question_5","3","Adults"
"2393","8624008","Question_6","6","Adults"
"2394","8624008","Question_7","4","Adults"
"2395","8624008","Question_8","7","Adults"
"2396","8624032","Question_1","Sì","Adults"
"2397","8624032","Question_2","Perché in ""SOLO SE INSIEME"" non sceglie la sorte, ma un collega che come me vorrebbe vincere il super tesoro","Adults"
"2398","8624032","Question_3","No","Adults"
"2399","8624032","Question_5","5","Adults"
"2400","8624032","Question_6","8","Adults"
"2401","8624032","Question_7","7","Adults"
"2402","8624032","Question_8","5","Adults"
"2403","8624069","Question_1","Sì","Adults"
"2404","8624069","Question_2","In solo se a caso ho scelto principalmente il mini tesoro","Adults"
"2405","8624069","Question_3","Sì","Adults"
"2406","8624069","Question_4","In solo se a caso ho scelto principalmente il mini tesoro","Adults"
"2407","8624069","Question_5","7","Adults"
"2408","8624069","Question_6","9","Adults"
"2409","8624069","Question_7","3","Adults"
"2410","8624069","Question_8","8","Adults"
"2411","8624011","Question_1","Sì","Adults"
"2412","8624011","Question_2","Solo se insieme sempre super tesoro, solo se a caso sempre mini tesoro","Adults"
"2413","8624011","Question_3","No","Adults"
"2414","8624011","Question_5","7","Adults"
"2415","8624011","Question_6","7","Adults"
"2416","8624011","Question_7","8","Adults"
"2417","8624011","Question_8","2","Adults"
"2418","8624039","Question_1","No","Adults"
"2419","8624039","Question_3","Sì","Adults"
"2420","8624039","Question_4","nel solo se soli ho scelto il super tesoro solitamente quando il valore del minitesoro era vicino a quello del super tesoro, pensando che l'altra persona non avrebbe rischiato per quelle poche monete in più","Adults"
"2421","8624039","Question_5","6","Adults"
"2422","8624039","Question_6","0","Adults"
"2423","8624039","Question_7","10","Adults"
"2424","8624039","Question_8","7","Adults"
"2425","8624012","Question_1","No","Adults"
"2426","8624012","Question_3","No","Adults"
"2427","8624012","Question_5","8","Adults"
"2428","8624012","Question_6","7","Adults"
"2429","8624012","Question_7","8","Adults"
"2430","8624012","Question_8","7","Adults"
"2431","8624034","Question_1","No","Adults"
"2432","8624034","Question_3","No","Adults"
"2433","8624034","Question_5","10","Adults"
"2434","8624034","Question_6","7","Adults"
"2435","8624034","Question_7","10","Adults"
"2436","8624034","Question_8","6","Adults"
"2437","8624072","Question_1","No","Adults"
"2438","8624072","Question_3","No","Adults"
"2439","8624072","Question_5","5","Adults"
"2440","8624072","Question_6","5","Adults"
"2441","8624072","Question_7","9","Adults"
"2442","8624072","Question_8","1","Adults"
"2443","8624002","Question_1","No","Adults"
"2444","8624002","Question_3","Sì","Adults"
"2445","8624002","Question_4","quando le monete erano sotto le 6 sceglievo il super-tesoro","Adults"
"2446","8624002","Question_5","10","Adults"
"2447","8624002","Question_6","5","Adults"
"2448","8624002","Question_7","10","Adults"
"2449","8624002","Question_8","5","Adults"
"2450","8624024","Question_1","No","Adults"
"2451","8624024","Question_3","No","Adults"
"2452","8624024","Question_5","7","Adults"
"2453","8624024","Question_6","6","Adults"
"2454","8624024","Question_7","6","Adults"
"2455","8624024","Question_8","7","Adults"
"2456","8624048","Question_1","No","Adults"
"2457","8624048","Question_3","No","Adults"
"2458","8624048","Question_5","8","Adults"
"2459","8624048","Question_6","5","Adults"
"2460","8624048","Question_7","9","Adults"
"2461","8624048","Question_8","5","Adults"
"2462","8624144","Question_1","Sì","Adults"
"2463","8624144","Question_2","Nel gioco solo se a caso ho preferito più spesso l'opzione mini tesoro perché il rischio di non ottenere il super tesoro è più alto che nel gioco solo se insieme, assumendo che l'altra persona abbia come interesse guadagnare più monete possibili e quindi scelga con più probabilità, specialmente se il mini tesoro ha poche monete, il super tesoro.","Adults"
"2464","8624144","Question_3","Non so","Adults"
"2465","8624144","Question_4","Nel gioco solo se soli ho scelto più frequentemente il super tesoro.","Adults"
"2466","8624144","Question_5","7","Adults"
"2467","8624144","Question_6","10","Adults"
"2468","8624144","Question_7","7","Adults"
"2469","8624144","Question_8","9","Adults"
"2470","8624029","Question_1","No","Adults"
"2471","8624029","Question_3","No","Adults"
"2472","8624029","Question_5","3","Adults"
"2473","8624029","Question_6","8","Adults"
"2474","8624029","Question_7","10","Adults"
"2475","8624029","Question_8","9","Adults"
"2476","8624092","Question_1","Non so","Adults"
"2477","8624092","Question_2","ipotizzando la possibile scelta dell'altra persona","Adults"
"2478","8624092","Question_3","Sì","Adults"
"2479","8624092","Question_5","8","Adults"
"2480","8624092","Question_6","8","Adults"
"2481","8624092","Question_7","7","Adults"
"2482","8624092","Question_8","10","Adults"
"2483","8624031","Question_1","Sì","Adults"
"2484","8624031","Question_2","nel  gioco solo se a caso sceglievo il super tesoro solo quando aveva un valore molto più alto del mini tesoro, mentre nel gioco solo se insieme ho scelto cercando di massimizzare la vincita","Adults"
"2485","8624031","Question_3","No","Adults"
"2486","8624031","Question_5","9","Adults"
"2487","8624031","Question_6","2","Adults"
"2488","8624031","Question_7","8","Adults"
"2489","8624031","Question_8","7","Adults"
"2490","8624117","Question_1","No","Adults"
"2491","8624117","Question_3","No","Adults"
"2492","8624117","Question_5","8","Adults"
"2493","8624117","Question_6","0","Adults"
"2494","8624117","Question_7","10","Adults"
"2495","8624117","Question_8","0","Adults"
"2496","8624007","Question_1","No","Adults"
"2497","8624007","Question_3","No","Adults"
"2498","8624007","Question_5","10","Adults"
"2499","8624007","Question_6","10","Adults"
"2500","8624007","Question_7","10","Adults"
"2501","8624007","Question_8","0","Adults"
"2502","8624037","Question_1","Sì","Adults"
"2503","8624037","Question_2","Durante il gioco ""solo se insieme"" pensavo di più al pensiero dell'altro, mentre nel ""solo se a caso"" era tutta una questione, appunto, di casualità","Adults"
"2504","8624037","Question_3","Sì","Adults"
"2505","8624037","Question_4","Nel gioco ""solo se soli"" pensavo alle possibili scelte del mio compagno/a","Adults"
"2506","8624037","Question_5","3","Adults"
"2507","8624037","Question_6","9","Adults"
"2508","8624037","Question_7","8","Adults"
"2509","8624037","Question_8","6","Adults"
"2510","8624173","Question_1","No","Adults"
"2511","8624173","Question_3","No","Adults"
"2512","8624173","Question_5","0","Adults"
"2513","8624173","Question_6","10","Adults"
"2514","8624173","Question_7","10","Adults"
"2515","8624173","Question_8","0","Adults"
"2516","8623991","Question_1","Sì","Adults"
"2517","8623991","Question_2","Nel primo caso dovevo pensare solo a me stessa, mentre nel secondo gioco dovevo mettermi nell'ottica di fidarmi di un'altra persona","Adults"
"2518","8623991","Question_3","No","Adults"
"2519","8623991","Question_5","6","Adults"
"2520","8623991","Question_6","6","Adults"
"2521","8623991","Question_7","9","Adults"
"2522","8623991","Question_8","7","Adults"
"2523","8624016","Question_1","No","Adults"
